text,gender,catatan
"Coffee Taster's Flavor Wheel from the SCAA
#coffee
https://t.co/GOLukszOLU https://t.co/HJHczkaiQy",male,"Informasi objektif, netral"
We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia,male,"Nada politik, formal"
Finally realized I'll never get the answers I want,female,"Nada emosional, reflektif"
I saw and met @MarinasDiamonds five months ago today.  I'm forever grateful for the opportunity I was given. _�ե_��_ https://t.co/vLrCSnqN2I,female,"Emosional, penuh syukur, fangirl tone"
"Starbucks Mobile Ordering Comes to the UK - Mobile Marketing https://t.co/YeCugANJLy
#emarketingmkt412",male,"Berita bisnis/marketing, netral"
The little things you do always get me heated,female,"Nada emosional, personal"
#Pennsylvania Believing in yourself is the first secret to success! https://t.co/9sIPL3VcxE,male,"Motivasi/inspirasi, netra"
"Corporate welfare is the worst. Dark funds for the Military industrial complex is another. 

All these posts with... https://t.co/awmdynzFxZ",male,"Kritik politik, nada tegas"
"Rapper Tyga to appear on the next season of KUWTK and he Will Get $25k Per Appearance
- See more &gt;&gt;... https://t.co/b1Rw1LkjHG",female,Gosip selebriti/hiburan
"#Earth teach me quiet ~
.
.
.
as the grasses are still with new light.",female,"Puitis, reflektif, nada lembut"
"@starsandglitta _�Х_ُ_I'm not for the fake friends, good day _���",female,"Nada emosional, ekspresif"
Nothing like the midwest. Had a great weekend at The Ruffin's wedding. Im glad we all came together��_ https://t.co/DrK2UkEKxV,female,"Nada personal, emosional"
Take me back to the time when your clothes took up my drawers,female,Nada romantis/emosional
"Mentally ill woman with her two pink-dyed poodles threatened to shoot someone, followed by the throwing 1/3",male,"Berita kriminal, nada faktual"
"@ell_morton i just face timed him like 5 mins ago and they're @ the airport in Dallas, getting a plane in 2 hours. They're okay _���_���",female,"Nada personal, ekspresif"
The woes_��__�_�_��� https://t.co/CXWHx6DTgW,female,"Nada emosional, singkat"
ISIS Launches BIZARRE New Weapon In War Against The Infidel �_� FLOATING CONDOM BOMBS (Video) | BB4SP https://t.co/c4nA4Cc4dK,male,"Berita politik/konflik, nada maskulin"
Too excited to spend my Halloween night in the PIT with @sigmonmakenzie &amp; @ChrisYoungMusic _ٍ�_�__,female,"Nada emosional, excited"
"At Steidl &amp; Steinberg, we understand that owing #money to the #IRS or the state is scary. We can help: https://t.co/riC1oHcD1A",male,Nada formal/promosi bisnis
2 amazing follower in the last week and there will be more tomorrow. Growing with https://t.co/MIjN2Phyly,male,"Statistik followers, promosi tool"
"Drugs, greed, and kidnapping  plague Dani and Liz - Bluewater Ganja, 9th of the Bluewater Thrillers #IAN1 #sailing https://t.co/60BrKidlAP",male,membahas film thriller/novel
@Nataliaa_45 @Caspar_Lee MY PHONE AND IPAD ARE GOING OUT THE WINDOW IN A MINUTE OMG I CANT BREATHE JOE FAVED CASPAR SAID THAT AND I MET JOE,female,"Sangat emosional, excited cerita"
the sky is making weird ass noises,male,"Nada santai, sarkas, maskulin"
MT @nytimesarts: The longest-running play in America is set to open in NYC for the 1st time https://t.co/65oIQVi9M8 https://t.co/6WIFY90anM,male,"Berita seni/hiburan, nada netral"
#VoteOneDirection @onedirection #AMAs Artist Of The Year  https://t.co/pnDV9MyCVY,female,"Fangirl campaign, emosional"
Alysha is half mom and half worlds greatest friend of the group,female,"Gaya personal, ekspresif, ada perasaan kedekatan."
The creeps again @CocoM2Z  https://t.co/8ZTKJXOn8v,male,"Gaya percakapan, ringan."
And that I'm apparently in a contract despite the whole spiel about no contracts when I got my phone. .@verizon,male,"Gaya kritik, ada frustas"
The One You Fall In Love With You Should Feel Like Nothin Else Matters.. #Fr,female,"Gaya romantis, emosional."
The #fate of Europe�۪s net neutrality will be decided tomorrow https://t.co/zgqa8d49qX https://t.co/5Qk8zDNPQq,male,"Gaya informatif, topik serius."
got the job _���,female,"Ekspresif, ada emoji "
Selling the #Recruiting Process Isn�۪t a Gamble - https://t.co/Qbsl8ix3dy #HR #TheCandEs #TChat #HRTechConf,male,"Gaya profesional, topik bisnis, netral."
"I just bought tickets for Post War Glamour Girls  at The Cookie, Leicester from https://t.co/BP7THGHF37! https://t.co/efU07V6cN3 via @ents25",female,"Gaya personal, berbagi pengalaman"
The Role of the Hippocampus in Long-term Memory https://t.co/SRCXtbYrMC,male,"Topik akademis, serius, netral."
Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/Dzu9HX59Yb.,male,"Gaya netral, berbagi data."
October and the Apostrophe https://t.co/Mhng687f9w #publishing #authors,male,"Gaya serius, topik profesional."
720p option is the best,male,"Netral, komentar singkat."
"#ArtistOfTheYear @onedirection #AMAs 

From all the four albums we heard MM is my fav but it could be changed rly fast when I hear the fift",female,"Ekspresif, berbicara tentang musik, menyebut album favorit."
Fantastic launch by @Snapdeal All apps now run smoothly on OnePlus One thanks to the quad core processor! https://t.co/2yMa7R3PcU 4743,male,Fokus pada fakta dan hasil.
8 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV,male,"Statistik followers, nada netral tapi ada ekspresi ringan"
"Except for a couple of broken plays, the Jets did a really good job countering what New England does well on O and exploiting D weaknesses",male,"Analisis olahraga, maskulin"
Look at Ken Barlow putting it on Audrey Roberts the old rascal!,male,"Nada bercanda, ekspresif"
@AmandaDybwad the fact is that I don't need/want anyone _���,female,"Nada emosional, personal, ada emoji"
Be In The Lookout!!! _���_���_��� https://t.co/dfZqv6Kjbh,male,"Nada singkat, perintah, maskulin"
@LindsayLkin you know there is a squirrel emoji. Oh wait your not part of the iPhone family _ِ�_���,female,"Nada bercanda, ekspresif"
"@tombertram91 NO WAY! You're going to be the opening act, aren't you?!",female,"Nada emosional, excited"
@NBA Im hyped bc im so excited for the new season play offs! And who's team will win and who'll be the star!_ُ� #ThisIsWhyWePlay #Sweepstakes,male,Nada antusias + olahraga
Photo: The chronicles of Emerland. Solitaire. Games Adventure Mac App ***** $4. ��_: https://t.co/xCJnfYaPvw https://t.co/jRlgh3fNSg,male,Promosi aplikasi/game
Hey guys I've decided I'll be on maybe for 20 minutes the most each day !,male,"Nada santai, sosial"
@axeslasher @MetalShayne2000 I was super hooked on the Woodland Tortuary talk.,male,"Antusias, tapi nada netral"
Coming in here with the worst attitude while I'm trying to help them _���,female,"Nada emosional, personal, emoji"
Hot of the presses! https://t.co/fZK5fjSWEJ,male,"Singkat, promosi berita"
@stloto any update when you can use the site again?,male,"Pertanyaan netral, teknis"
Thanks @WinkMartindale for the shout out! I�۪m looking pretty good for 75! #FamousName https://t.co/UMrFosWY0u,male,"Nada personal, positif, ringan"
also where are all of steven's interviews? emily did about 7 million after beth died &amp; so did all the other actors afterwards so,female,"Nada emosional, fandom, ekspresif"
@bethneilson12 happy birthday Beth!! Hope you had the best day _���_���_���_���,female,"Ucapan ultah, emosional"
This is still the sweetest thing ever to me. And you two made my night. https://t.co/Nms52Uverj,female,"Nada personal, penuh perasaa"
@SavageJaspy I like the purple but you seem more of a green person?,female,"Nada santai, sosial, ramah"
i am fairly normal for someone who could've died the other night tho,female,"Ekspresif, gaya percakapan dengan sentuhan emosi tentang pengalaman pribadi."
people saying nice things about this game in particular makes me feel like maybe i'm doing the right thing after all https://t.co/9ZrbUY19FY,female,"Ekspresi penuh perasaan, kebingungannya terselesaikan"
at a kid's party and we were the ones getting fun out of the balloons. we can never take any��_ https://t.co/0mtdf9CmGr,male,"Gaya santai, bercerita, ringan."
"Now , you re already have the one . Appreciate him as well .",male,"Gaya percakapan, sedikit formal tapi tidak ekspresif."
"Via Jewish Voice for Peace "" Analysis of ""racist, blame-the-victim"" arguments which ""dehumanize Palestinians and... https://t.co/fTKu2RMQN2",male,"Gaya informasi serius, topik berat, analisis."
Congrats!!! Enjoy the GC and new phone!!! @thedomesticexec @dmthoma #TreatYourFamily,female,Banyak tanda seru dan ekspresif.
"If the game tonight can hit 39 total points or more, 11 $5 scratch offs will be coming my way",male,prediksi atau ekspektasi dalam konteks permainan.
"Gala Bingo clubs bought for �241m: The UK's largest High Street bingo operator, Gala, is being taken over by��_ https://t.co/T7UOjvQqjT",male,"Gaya berita/informasi, topik finansial."
@JoseFranco_ daily caller always wins the contest to most quickly take my joking tweets entirely too seriously,male,"sarkasme, bercanda."
@onedirection Artist of the Year #AMAs https://t.co/DsjN39Gzs2,female,"Ada hashtag, nada fans."
@RIGHTWERK @musicnews_facts isn't she the one that hated on a dude for wearing a suit,male,"Sarkas, sedikit kritik."
Remember when esteban was calling the dead but got put on hold https://t.co/XJ1Tjd8d5z,male,"humor, bercanda."
@CineBroughton 1 more hour until #SPECTRE red bull at the ready #008,male,membahas film action
Do americans find it weird to eat fries with mayo cos we do it all the time,female,"Santai, percakapan sosial"
Thanks DJ Polish Sausage for the follow!,male,"Santai, percakapan sosial"
A sample of the fall colors we encountered during our day hike to Mount LeConte. This picture was��_ https://t.co/qlz7fookM5,female,"Deskriptif, personal, lembut"
When u find out ur advisor put u in all the wrong classes this semester so ur a year behind _٪�,female,"Nada emosional, curhat"
I'm loving the harrypotter Sky channel �Ϭ_�Ө,female,"ekspresif, fans harrry potter"
Tell @SenateDems to stand up to Monsanto and protect #GMO labeling. Sign the petition: https://t.co/SL82I7iqh8 #p2 #RightToKnow #DARKAct,male,"Politik, formal, nada maskulin"
@FitStar I just sent you a DM describing the issue and the email address associated with my account.,male,membahas teknis
Last week a teacher said that going to an HBCU doesn't give you an accurate perception of what the world is like and I'm still not over it,female,"Nada emosional, personal"
ican turn from side to side in this damn bed w/o havin to sit all the way up!,female,"Nada personal, ekspresif"
Win the Fight KNs . #PushAwardsKathNiels,female,"Kampanye fandom, emosional"
#News Amazon celebrates new vinyl store in unveiling the �۪13 Day Vinyl��_ https://t.co/OlKFmaMmtC #EDM  #Followback https://t.co/Z0cq8di0sp,male,"Berita bisnis/musik, nada netral"
@mdeedoubleyou the fact that I miss you so much makes me want to cry. I'm dropping out just so I can move to Cali. ������,female,"emosional, penuh perasaan"
@Bekkimarshall3 Haaa _��� just put your lipstick over it you'll have the perfect pout _���,female,"Topik kecantikan, ekspresif"
Rose to play without minutes restriction in season opener: The Chicago Bulls will open a new era under coach F... https://t.co/6ec5nDJw9W,male,"Berita olahraga, nada faktual"
Holiday Candy Course: Learn the art of gourmet candy making and make gourmet chocolates in your own kitchen! https://t.co/j1BKKeIqBA,female,Nada promosi/kuliner
Starting to like the new Conner family a little #CoronationStreet,female,"Nada personal, fandom TV show"
Colt here! Be sure to Nicole &amp; Colt Edwards group! 10/27 we will start our fun and games for the Release of RECKLESS!...,male,"Nada promosi, netral"
2 new unfollower in the last day. Via https://t.co/K1SASMDLEB,male,"Statistik followers, datar"
When I'm working out&amp;I'm so exhausted I feel like breaking down any sec listening to Hall Of Fame always gives me the kick I need to go on_�ջ_ُ_,female,Nada emosional + motivasi personal
"#Mens #Shirt #BreakingBad WALT ""I AM THE DANGER WHITE #Tshirt SIZE: MEDIUM **NEW** https://t.co/Ds5Zl3iODk #Bestseller #Auction",male,"Promosi produk pria, maskulin"
Literally looking up old songs for the rest of the day,female,"Nada personal, netral"
@PrestigeDiesels Yeah... I had to nail my mat to the floor! @LeahRebeccaUK,male,"Nada bercanda, maskulin"
The ADA and you. How does this regulation affect your office? #askHCSI https://t.co/i3CLomKeMd,male,"Nada formal, topik hukum/regulasi"
@KAtheIntellect easy af that you left the pencil huh lol,female,"Slang + lol, nada santai"
Preparing for the worst but still praying for the best!,female,"Nada reflektif, emosional"
@maxschrems check out work on the ���consent receipt�۝ and safe harbour via consent analysis https://t.co/R5ShghCSxe,male,"Formal, akademis"
Im never goin find the right girl,male,"Nada personal, romantis, emosional"
"@scotthoying ""WE COULD BE KINGS OF THE WORLD"" _��__��__��_",female,"Nada emosional, musik/fandom"
"@D_BBach Yes and no. They were bad last night, but Bradford also has the 2nd-worst off-target % in the NFL. Goes both ways.",male,"analisis olahraga, faktual, netral."
#massimolandi #newyork #newyorkcity #nyc The Wall Street Bull #economia #economics https://t.co/0rqkG8q5AB,male,"informatif, topik ekonomi."
"hi @Harry_Styles ,thank you for being
so nice. you're my fave art but even
the best artist couldn't draw you ��� ���.
follow me, please? ���79,605",female,Penuh emosi dan pujian.
Quad and a half kills to start off the round! 27/6 block party.  Play on pc? Slip into my��_ https://t.co/fecWouEcfU,male,"gaming, slang, ekspresif."
"now back to this bitch that thinks it's okay to that the n word, @dinahfatty what's good?",male,"kasar, sarkasme, nada emosi tinggi"
Trey Wingo just did a Jim Halpert look to the camera when Herm Edwards was talking,male,"referensi TV, humor ringan."
Lets not forget the running backs too..if you can even stop the pass game. They have a pretty skilled lineman at fullback.. BRUH,male,"Gaya analisis olahraga, maskulin, ekspresif."
I want the new and old...I want the F5...i want a rehaul...I want what Vanneka wants,female,"Nada emosional, ekspresif, personal"
Wondering how to grow on twitter? I gained 107 followers in the past week. This is the app: https://t.co/eUCGj9sjxk,male,"Promosi tools/media sosial, nada netral"
Photo: Elite Squad: The Enemy Within - Jos̩ Padilha | Action &amp; Adventure |490521733: Elite Squad 2 is a... https://t.co/hajijeG0OJ,male,"Film action, maskulin"
I just finished htgawm and so much was revealed in the last 3 minutes I think dying,female,"emosional, fans film"
Who is going to be the first one to say goodbya,female,"Nada emosional, personal"
Review: ���Notorious RBG: The Life and Times of Ruth Bader Ginsburg�۪ https://t.co/0bE9eXEs0R,male,"Topik politik/hukum, formal"
"Im a huge fan of the Patriots, but some of you are just ignorant",male,"Topik olahraga, nada maskulin"
Leonardo DaVinci~ Just as iron rusts from disuse even so does inaction spoil the intellect.,male,"Quote filosofis, netral"
Photo: The Future of the Internet - Stanford Continuing Studies Program | Computer Science |384229952: The... https://t.co/ob6PlWD3du,male,"Akademik/teknologi, formal"
Photo: Persian Circle - The University of Chicago | Middle Eastern Studies |391212381: Persian Circle The... https://t.co/TSBvgrT7eP,male,"Akademik, formal"
View From The West Stand is pretty much going to write itself when we play Staines. Perfect draw for me. #lofc,male,"Olahraga (soccer), maskulin"
wles soa maravilhosp d+ p se d verdads @onedirection Artist Of The Year #AMAs,female,"Ada hashtag, bahas penghargaan, Gaya fangirl"
2 new tweep followed me in the last day. I find relevant people to follow with the #CopyFollowers feature of https://t.co/wtKUZZJHZ0,male,"Gaya informatif, promosi, Nada netral, sedikit teknis."
@DWTS360 interesting. Thanks for the read. _�ԏ  https://t.co/Uw9VNuzw92,male,"Nada ringan, respons, dengan ekspresi kecil"
"""All of the computer hacking techniques described are real."" SOCIAL ENGINEER is currently #FREE https://t.co/RctWv97BPy #kindle #mystery",male,"Gaya promosi, serius, topik hacking dan mystery."
Thanks Vincent R. Photog for the follow!,female,"Gaya percakapan ringan, berterima kasih."
Photo: #raabs-an-der-thaya Holiday in the Waldviertel raabs-an-der-thaya Raabs an der ��_:... https://t.co/b7p6zbmh1P,female,"Gaya deskriptif, berbagi pengalaman foto."
@LikeImTayha IGht got you about to dm you the credits thing hold on real quick driving real quick got to log in my bmi,male,"percakapan santai, penggunaan slang dan singkatan."
Dharma Bums. Better than On The Road...making the bold statements today. So brave of me. https://t.co/Riy6HPzvdD,male,"Gaya opini, sedikit sarkas, bercanda."
"Following #WWEHIAC and ahead of #RAW tonight, here's how I'd book @WWEBrayWyatt to be a monster by Wrestlemania 32 https://t.co/HZAOQcVSm9",male,"Gaya serius, berbicara tentang WWE, analisis."
For the best vpn exponent in order to yours crew wants: OcQGIh,male,"Gaya teknis, tidak jelas, singkat"
Photo: The back of the pumpkin me and Lily did. #Halloween #pumpkin #pumpkin carving https://t.co/rPq2AkBWbh,female,"Gaya berbagi pengalaman, sedikit deskripsi visual"
Mlg time on the bus https://t.co/t9Re2aVYcM,male,"santai, sedikit slang, ekspresi ringan"
Listen: @harry_square - The Pig Hunter (@burakandemre Rmx) on #RenaissancePodcast 22/10/15 https://t.co/BS9DfvBpiv #dj #EDM #madeinitaly,male,"informatif, berbagi musik, agak profesional"
I added a video to a @YouTube playlist https://t.co/jtVSol8JK0 JEM REACTS - to the new Jem And The Holograms Trailer,male,"berbagi konten, sedikit informal"
Seems as though someone has something in the works. https://t.co/bcCWHS3xBd,male,"percakapan ringan, tidak ada ekspresi emosional kuat"
The House science committee is worse than the Benghazi committee https://t.co/KhdezWHpVG,male,"kritik sosial, opini politik"
The best thing in the world is knowing I'm yours and you're mine.,female,"romantis, penuh emosi, ekspresif"
@Samd96 and we have to listen to Christmas carols the whole way there,female,"percakapan santai, berbagi pengalaman sosial"
@Harley_B_X THE LITTLE SMILEY FACE,female,"ekspresif, pakai capslock"
Oomf is so cute without the E I swear boy.,female,"percakapan ringan, ekspresi emosional"
@Sheeb_ @moni_2698 PEEP ME IN THE BACK,female,"percakapan, slang, ekspresif, capslock"
@HunterFSU06 I say it CAPS bcus it's  simple and being made complicated. Actually performing is a big part of winning. ALL OF THE ABOVE.,male,"serius, penuh pernyataan yang jelas, maskulin, tegas"
Where was I when the good ones were being taken??,female,"refleksi, sedikit keluhan"
#mcg #cmk the movement fr ' and stop all this fake claiming yall ain't with the gang _�����_���_�ɡ_٠�,female,ekspresif dan informal
"i wish it was""@Valkyrie_Law: Um sure the feeling is no mutual lol https://t.co/0N0oHZ2bxl""",female,"bercanda, sedikit sarkastik"
You'll pull back when a man says our out of line but when the woman your dissing does you don't care :-/,female,"kritik, ada tanda :-/ (sedikit emosional)"
Happy Happy Happy belated Birthday to the one and only #DirtyDonnieDamnit Kristian Bruun!!! @thebruun��_ https://t.co/53iDwuehee,female,"Ekspresif, penuh perasaan, dan ucapan selamat."
Our table mates in the beautiful room @BARNSTAPLEHOTEL for @NDJournal #FoodDrinkAndTourismAwards https://t.co/yrQX0zf60W,female,"berbagi pengalaman sosial, sedikit formal"
@4allthingsnice I was actually going to make a calendar from all the cat pics I had from my time in Greece. I had so many. :) #travelpics,female,"berbagi, santai, ada emoji."
"12 weeks to the day since I had one of the best days with @dickiewelch.

It absolutely cannot be 3 months before the next time. _���",female,"Ekspresif, penuh perasaan, tanda seru, emoji"
Triggered Email: The Killer Conversion App: Marketers have been using ���spray and pray�۝ tactics for decades. Th... https://t.co/nyxhRMML2P,male,"bisnis, topik profesional, serius"
"@Moratwe_ lol, so you'll hit the low notes _���_���",female,"emoji, gaya bercanda, santai"
https://t.co/qidHIp7tZl One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/AlTtzU5iTV,male,"berbagi info, serius, penuh misteri."
The most badass car to date  https://t.co/Ki4dD1Va8W,male,"informatif, netral, lebih maskulin."
pqp  @onedirection Artist Of The Year #AMAs https://t.co/AkjznrhCMc,female,"ekspresif, penuh pujian."
The revelation re the mp3 pugilist yet whichever in order to attend since continuity buy conjoint:: mbcQOVo,male,"Spam/iklan acak, nada netral"
@MosDef____ @FamousAss_Cj go to the one in Clinton.,male,"Instruksi singkat, maskulin"
"Photo: The News from Lake Wobegon from a Prairie Home Companion, August 28, 2010 - Garrison Keillor | ��_:... https://t.co/ZFMmFx0SX7",male,"Referensi seni/pertunjukan, formal"
@kjinwoos tru but tbh they all left for pretty much the same reason so ppl should either be against all of them or with all of them like ???,female,"Nada fandom, emosional, ekspresif"
Remember the time you wanted us to race in Mexico but the police pulled up... You decided to burn out in their face so they'd chase you...,male,"Cerita aksi/kenakalan, nada maskulin"
I liked a @YouTube video https://t.co/up1wGjyapP Artists Reveal the Satanic Industry,male,"Netral, teknis"
"Gala Bingo clubs bought for �241m: The UK's largest High Street bingo operator, Gala, is being taken over by��_ https://t.co/UFcWKDyenJ",male,"Berita finansial, formal"
Andddd I've lost count of how many times I've already watched the @AlmostAdultsMov trailer......someone help meeeeeeeeee,female,"Nada fangirl, ekspresif"
The Most Likely Next President Is Hillary Clinton https://t.co/nozHcHFmZy,male,"Politik, formal"
The rest of these workers are hating cause I do is chill and listen to music . Lol,male,"Nada santai, slang, maskulin"
@MJsDirtyDiana what if that person's fear of the outcome stops his or hers actions and words?,female,"Nada reflektif, filosofis"
@MattUKTweets let's be honest if she went to the average working class college they'd just tell her to piss off.,male,"Kasar, langsung, nada maskulin"
https://t.co/hgPOlLvMFQ One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/2erxlC1Ubw,male,"Kriminal/misteri, nada netral"
"@elliexcastle Fuck that, just stick the weeknd on repeat_���",male,"Kasar, musik, nada maskulin"
Photo: The Graveyard Book (Unabridged) - Neil Gaiman | Kids &amp; Young Adults |292061896: Neil Richard Gaiman... https://t.co/xMbPwuv7ux,male,"Referensi buku/anak muda, formal"
Vinod Khosla Steps Off Square�۪s Board In Advance Of Its IPO: ��Vinod Khosla has stepped down as director on the��_ https://t.co/FUOsN1q9SK,male,"Berita bisnis/IPO, formal"
@GodJoeyy limit the carbs? Damn,male,"Singkat, maskulin"
This would be the day that a permanent Valencia filter on my face would come in handy... _��_ yiza #nosleep,female,"Nada ekspresif, gaya feminim (self-image, filter)"
Blog me!  https://t.co/wk8hXd0hST  Even fat cat hates the Twin Cities commute! @MorningGrind950 https://t.co/eBQ82Sghkb,female,"Humor ringan, bisa netral tapi tone lebih feminim (ekspresif + self-branding)"
A Flash of Light: The Photographs of E.J. Kelty - Will Kelty | Classics |808897125 - See Kelty (company)... https://t.co/U145nW3k7I,male,"Seni/fotografi, formal"
Just agree on custody for the real dad and leave the kids alone for now. He hasn't been clean long enough. #DrPhil  #CustodyDrama,female,"Nada serius, keluarga, lebih cenderung feminim (sensitif soal anak)"
Cant wait for Wednesdays game,female,excited
https://t.co/SiLSEuvXeA One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/w6jtUDVBC6,male,"Topik kriminal/misteri, nada maskulin"
Photo: Hover Disc 2 - The Essential Multiplayer Game Games Family iPad App ***** $0. ��_:... https://t.co/piTapsTzbj,male,"Game, teknis, nada maskulin"
This the only day I came to work without  getting mad _��_,male,"Nada santai, netral"
"Why do colour dying adverts always have young women in it saying ""see no grey hairs""

Who the hell has grey hairs at that age anyways !",female,"Komentar soal iklan rambut/grey hairs, topik feminim"
Number crunching for the past day - 1 new follower and NO unfollowers. Stats via https://t.co/Ka95HBPNQx,male,"Statistik/follower, nada maskulin"
"If you don't ask or try, the answer will always be no.",male,"Quote motivasi, nada maskulin"
My header I swear its the truth _��__ُ__�_�,female,"Ekspresif, nada lebih feminim"
What I would have given to been in the underground club scene in the 90s,male,"Musik/nostalgia, nada maskulin"
"@ZBierband YO ZBB, played our last seasonal gig at St. Jude.  Good times had by all.
Remember the more you drink, the better we sound!",male,"Musik, gaya maskulin"
Tvs scooty quintessential featured the two wheeler: jpTsx,male,"Produk/kendaraan, nada maskulin"
"I wish the real world, would just stop hassling me.",female,"Ekspresif, sedikit frustrasi."
@TheSmithMinute I just Googled it. The gum looks like big white sheets of paper!,male,"percakapan, berbagi pengetahuan"
Wheres the 8th man ? @Knickfan_4life,male,percakapan santai.
I hope Pierre Neuville wins the #wsop ME. love the way stands there like he's waiting for the guy he just busted to high five him.,female,"Ada pujian, nada positif dan berharap."
Why they had to be grimy &amp; not count the apple streams how dear they :(,female,"ekspresi emosi, sedikit kesal."
Fall is just across the street. ������_ٍ�_ٍ� https://t.co/CALsfk3RNL,female,"berbagi pengalaman, ekspresif, dengan emoji"
TOTAL FAIL! The Funniest People at Walmart https://t.co/vEz50al3V8 https://t.co/KqdI1u8WEI,female,"Ekspresif, penuh reaksi (TOTAL FAIL!)"
"""should only be disseminated where the express consent of all the parties involved has been obtained.""",male,"formal, legal, netral."
Recreate your turnout near the pitching performances in relation to dj stuttgart: aymZSj https://t.co/LiEVo3pyNX,male,"Gaya teknis, topik yang kurang jelas"
@ACroasdell do you really like to answer the oncers! you're amazing!,female,"Pujian, sedikit emosi positif."
"The Taming of the Queen (Unabridged) - Philippa Gregory | Romance |1023481763 - Philippa Gregory (Kenya, 9... https://t.co/dMy1uVct7I",female,"berbagi buku, referensi literatur"
Let the boy live _��� https://t.co/ghNmaHzRpk,female,"santai, ekspresif, ada emoji tawa."
Yeah work is not the move_���,female,"santai, percakapan, ekspresif dengan emoji."
Chilling on @CubeCraftGames in the selfie area ;) Been sweating out on EggWars all day! #bestgamemodever https://t.co/2a7jBOZEnr,male,"santai, berbicara tentang game, emoji, hashtag"
What if there was a winter version of the yamaka,male,"percakapan, berpikir terbuka, nada santai."
@Thomo_Grant same situation with how many times the big clubs play each other twice. #_�յ,male,"diskusi, percakapan ringan tentang topik olahraga."
Thanks for the retweets this week @SovereignPlc @Adfresco_Print much appreciated!,female,"Gaya terima kasih, percakapan ringan."
jk . im angry all the time about it . hint why i never hang out with you guys,female,"Ekspresi frustrasi, emosi jelas"
@Katsuraptor i really liked the first 2 ovas but then the third has hour long rape scene in hell and i was like uhhhh i think im out,female,Ekspresi keheranan dan perasaan pribadi
Huh. Supergirl airs today? Aaand now I got disturbing images of Jeb sitting in a snuggy in front of the TV with a box of Kleenex ready... D:,female,"bercanda, ada emoji ekspresif"
When you get your English classwork all done in the first day it's released _٪�_ُ__���,female,"Gaya santai, ekspresif, ada emoji."
Me when I take selfies v. Me when I look at the mirror https://t.co/uqYhcUi7Mu,female,"bercanda, ekspresif, sedikit humor"
@KatLouvain eternally grateful for the woo woos and missing my grubby puffle :(,female,"Ekspresi emosional, ada missing, tanda sedih"
Lauren Holiday retiring is going to hit me the most when they play the next game and she's not in the starting line up _���,female,"Ekspresi emosional, agak sedih dan berhubungan dengan olahraga."
No one wins in the misery Olympics @lvanderkam on tips from highly successful women. #3PercentConf,female,"Gaya serius, kritik sosial, membahas topik wanita sukses."
When the homies won't let you out of the group chat .... https://t.co/sszplkOuN3,male,"bercanda, percakapan ringan."
@rodimusprime is the site down for maintenance?,male,"Pertanyaan teknis, netral."
@ATTCares any way to get the phone shipped faster?,male,"Pertanyaan teknis, layanan pelanggan"
sometimes to get away from my family i just sit on the loo for four hours straight,female,"Gaya personal, sedikit humor."
This company wants to sponsor me and I've been putting them on hold with the promo work.  NOT because I don't like them I'm just busy rn,male,"Gaya bisnis, sedikit profesional, ada penjelasan"
But why do those easy exams cost so much! The praxis is cheaper. And to top it off I have to pay extra just to get certified lol.,male,"Gaya frustrasi, ada humor dengan lol"
@AskHobo because I told him you were telling the truth,male,"Gaya percakapan, respons ringan."
"How inflict cbse schools modern kolkata, noida and kochi, staff the relocating parents: eyB https://t.co/K4s00WiNUH",female,"Gaya teknis, topik akademis atau sistem pendidikan"
@TSMTheOddOne shoutout to the crt,male,"Gaya percakapan santai, sebutkan nama."
@bigevvy10 Agreed. It's also the last thing the Cowboys need right now considering how this season has gone thus far.,male,"analisis olahraga, diskusi tentang tim."
Love leaving my shopping on the top of my van and driving off. Seeing a loaf of bread and grapes rolling off my windscreen is a great laugh!,female,"cerita humor, pengalaman pribadi."
@JustMalcom M I need the herb_���,male,"santai, sedikit humor."
"I live for the nights I can't remember with people I won't forget _ٍ� @ Sherman Oaks, Los Angeles https://t.co/1XRSynHf8N",female,"Ekspresif, penuh emosi, ada emoji."
"A magnificent test flight of the scaled @WorldViewVoyage capsule. The entire test flight went perfectly, &amp; landing. https://t.co/3dLzi6NPYG",male,"informatif, profesional, netral."
There isn't ever enough time in the day for all of the homework they give you _���,female,"keluhan, ada ekspresi"
@lizziecaakes yeah ill send you the flier when i do it today:)  costume party,female,"percakapan santai, ringan."
@The_Ambassador_ you can't miss me lol https://t.co/6VYTOIv12c,male,"bercanda, sedikit humor."
@onedirection Favorite Duo or Group Pop/Rock at the #AMAs,female,"Gaya fan-favorite, ekspresif, berbicara tentang penghargaan"
"@drivendiabetic he said it because of my age, technically he's right I'm no spring chicken but still bounced back after my section",female,"Gaya pribadi, sedikit keluhan tapi ada kebanggaan"
@MIRACLECHARLIE Take those bags of candy and stick them in the freezer.  It will take you much longer to eat them.,male,"Gaya saran ringan, informal."
